Location,Name,Description,Latitude,Longitude,Altitude,Map
"NF-1045, Waldport, OR 97394, USA",Waldport Forest Road,Forest road pull out. Nothing special just overnight wildcamp spot in Siuslaw National Forest.,44.374547,-124.056967,123.6
"Berdoo Canyon Rd, Desert Hot Springs, CA 92241, USA",Berdoo Canyon Trail ,"Rough road to a side entrance Joshua Tree National Park. High clearance essential. Do not attempt when rain is expected- high risk flash flood area! Sorrowly sometimes used as a shooting range, trash all over.",33.829972,-116.139952,541.9131469726562
"Kofa Queen Canyon Road, Yuma, AZ 85365, USA",Kofa National Wildlife Refuge,"Miles of free BLM camping in the area, no  designated sites, no water or toilet but you stay in the middle of a desert between some cactus for free (it’s all gravel, some places require high clearance).",33.382167,-114.148043,499.83343505859375
"Northshore Rd, Overton, NV 89040, USA",Overton,"Located a few miles north of the east entrance to Valley of Fire State Park on 169, this huge mesa is known as ""Snowbird Mesa"" or ""Poverty Flats"" depending on your point of view. there are no signs limiting stays and there appear to be some long term residents. There are a few stone fire rings and plenty of stones to make more. There can be dozens to hundreds of rigs depending on the season. There are several roads in to the east side which goes back a good ways.(free)",36.480224,-114.453165,504.0650291442871
"257R, Freeport, TX 77541, USA",Freeport Beaches,"Free camping on the county beaches. Watch signage near homes/neighborhoods. Do not drive in the dunes, you will be ticketed.
Main area of sand is usually packed and fine for all vehicles to drive on.  
Stahlman park, near enough, has all hours free restroom with outdoor shower.
Town is nearby, multiple good restaurants..",29.02704,-95.18691,1.2010040283203125
"AZ-95, Lake Havasu City, AZ 86406, USA",BLM camping free!,"nice gravel areas away from the road- free camping. often used by those with ATV's, lots of large RV'S drive up throughout the area and camp but you will have space all alone and away from the noise and city :)",34.397784,-114.173152,279.0
"20420 Park Rd 22, Corpus Christi, TX 78418, USA",Padre Island National Seashore South Beach,"a beautiful beach on Padre Island
free camping on the beach is permitted up to 14 days
no restrooms, no water , no Stress
just a few other people here -  just perfect!
you can also drive along the beach for miles but in some areas a 4x4 is recommended",27.415359,-97.301803,1.0
"166-160 Gulf Ave, Creole, LA 70632, USA",Rutherford Beach,"Amazing location right by the water. Sand firm enough to safely drive on! Backed up to beach and slept with back hatch opened merely a few feet from the crashing waves! Will definitely return when passing through! Since there are nice big dumpsters, take a couple of minutes and pick up a few pieces of trash...will only make it better! 2 bars of cell service - 3 bars Verizon with no lag.",29.75903,-93.12418,0.1786460876464843
"34590 Old Black Canyon Hwy, Black Canyon City, AZ 85324, USA",Black Canyon,"Good spot, pretty calm and clean toilets ",34.0524,-112.150807,625.160888671875
"E Yucca Farm Rd, Elgin, AZ 85611, USA",Cieneguita BLM Land,"Primitive campsite in the desert. Very little shade. Free.
Awesome views Road in is good",31.76635,-110.626504,1377.7970344205633
"Sl 25 N, Langtry, TX 78871, USA",Langtry,Community Center Ground. Wifi au Visitor Center de l'autre cote de la rue.,29.809297,-101.558806,386.0859375
"Cohens Bluff Rd, Luray, SC 29932, USA",Savannah River Boat Ramp,Dead end road in middle of nowhere. Boat ramp without signs.,32.841914,-81.426606,22.408278440125287
"20320-20346 US-70, Holloman AFB, NM 88330, USA",Holloman Lake ,"A little busy with lots of RVs but if you keep driving down the road you can get a little further away from the crowd. However, keep in mind this is essentially a beach so there is no privacy between sites.
Also a little noisy from the military base/airstrip. Multiple take-offs/landing heard though they seemed to stop at night.

All in all, convenient location, free, but not really the feel of an isolated campsite if that is what you're looking for. Great sunset over the lake though!

I saw three species of ducks on the ""lake"". Road in is easy to miss. Just one vehicle wide over a cattle gate. Start watching closely after you pass White Sands NP, if you are travelling East.",32.81218,-106.12174,1196.0
"Fire Rd 682, Grand Canyon Village, AZ 86023, USA","Kaibab National Forest, free","  At the east entrance to the Grand Canyon NP, several parking spaces 

Am Osteingang zum Grand Canyon NP , mehrere Stellplätze ",35.97837,-111.79567,2006.0
"Santa Barbara, CA 93105, USA",Los Padres National Forest - East Camino Cielo,A few turnouts up the hills in the national forest. Choose the first turnout that suits your needs. Beautiful view over Santa Barbara area if the weather is good. Can get misty the higher you go. Free. ,34.506716,-119.761563,960.0
"Whiskey Bay Hwy, Krotz Springs, LA 70750, USA",Sherbrooke WMA.  LA,Free primitive campground WMA. Free permit. 3g service from Verizon and Google FI. Picnic tables and fire pits. Nice open raised field. ,30.457921,-91.730739,10.0
"Martin Ridge Rd, Franklin, LA 70538, USA",Oaklawn,"Primitive campground  WMA. No generators, please. water at the first picnic table. if you want it more quiet, go left before the dam and camp somewhere in the grass ",29.87669,-91.454667,10.0
"FR093, Oak City, UT 84649, USA",Camp Fishlake National Forest,"Nice wild camping in National Forest. only 10 Miles from the Interstate I-5 exit. No services, only a fireplace and free. Pack out what you pack in!",39.212283,-112.214582,1797.0
"5585 Big Spring Hwy, Snyder, TX 79549, USA",Walmart Parking,"24 hour walmart, free camping (ask service desk), gree wifi, restrooms, subway.",32.691718,-100.917894,710.5796775817871
"Dubinky Well Rd, Utah, USA",Lone Mesa Campground ,"ADMIN NOTE: Only self-contained campers. Portable Toilet required

There are many many places for dispersed camping along Dubinky Wells Road based on recommendation of Canyonlands ranger. 
There are no amenities here but it's good for when the official campsites are full. Only takes about 25 minutes to drive to Island in the Sky Visitor center.
The road into the campsites is sandy. Just be careful and you’ll be fine.",38.64371,-109.81965,1609.9
"Unnamed Road, Boardman, OR 97818, USA", Quesna County Park,"Dispersed camping. There were not any signs seen that stated no camping. 
Met park ranger on the road in. Answered all of our questions. Safe area. Patrolled on a regular basis. 
Boat ramp and dock. 

Nice views! Quiet and off highway 84 enough to feel secluded. ",45.811577,-119.968905,85.49036979675293
"Forest 525 Rd, Sedona, AZ 86336, USA",Greasy Spoon Camping Area,Large area for tent and RV camping.  The site is free but expect others to be camping.  Cell phone and data access is good. ,34.876344,-111.905139,1365.3451929648684
"Unnamed Road, Bunkerville, NV 89007, USA",Canyon Edge,"Great Boondocking spot. Some sand to drive through if coming from the north, just at the highway off ramp. Some rock fire rings, probable 5 dispersed sites on canyon edge. ",36.75371,-114.25688,599.3043346405029
"Edison Lake Rd, Lakeshore, CA 93634, USA",Mono Hot Springs ,"The mapped site is one of the few options to camp with your camper van for free around the Mono Hot Springs (there are some beautiful spots for tent campers along the road). 4WD recommended to access the siteI. t's a beautiful area with several hot tubs on the south fork of the San Joaquin River in the Sierra National Forest. The nearby campground is 26 $. Do not attempt to get here with a big rig as the road is a very narrow and winding, severely potholed one-lane road. 

strong ATT 4G throughout area. 

water at nearby ""resort""

",37.327217,-119.013,2016.6
"Parachute Hill Rd, Allenspark, CO 80510, USA",Roosevelt National Forest ,"National forest roads 3 miles off the highway

Einige Plätze ca 5 km von Meekerpark ",40.23144,-105.48256,2596.1307431773434
"19240-19252 Coast Hwy, Jenner, CA 95450, USA",Sonoma Coast Vista Point ,An undeveloped Vista Point on CA1 400 feet above the ocean large enough to hold a couple of RVs. No 'No Camping' or 'Day Use Only' signs. The road is pretty busy during daytime but surprisingly quiet at night. ,38.4894,-123.189767,120.7
"Wedge Rd, Utah, USA",The Wedge Overlook Campsite #9,Very nice BLM with a amazing View over the Canyon.,39.093712,-110.75588,1912.094573352387
"7039 Last Dollar Rd, Colorado 81320, USA",Mountain View Bush Camp,Amazing vistas just a short drive from Telluride.  High clearance and 4x4 not needed.  Free. LNT.,37.982994,-107.949412,2945.390380859375
"42362-42392 CA-1, Westport, CA 95488, USA",Juan Creek,"Large pullout on the 1 . The view is outstanding, perfect to enjoy the sunset & star gazing.",39.702289,-123.804024,16.147366521606145
"UT-128, Cisco, UT 84515, USA",Kokopelli trail,"Three or four more campsite up the rough trail from where we camped. 4x4 needed, we made it with our stock xterra. Quiet, secluded, nobody seems to be using this off-road trail. flat sites with fire rings and one with stone ""tables"" to set your camp kitchen. That trail ends further down and is blocked by a wire fence but you can continue by foot for a nice hike. ",38.848169,-109.308988,1339.4384765625
"Hog Canyon, Kanab, UT 84741, USA",Kanab BLM,Overnight place just 10 minutes from wave-lotterie. Not special but ok for one night. It's on BLM-Land.,37.08244,-112.52615,1558.0
"Unnamed Road, New Mexico, USA",The Box Canyon,"Great sites in the Box Canyon National Forest, access via HEY 60 west, take left at the sign. Our site was on a flat spot with fire rings, near the end of the dirt road where the trailhead to the canyon starts. More sites further but the trail is very rough and require high clearance 4WD and preferably with a second vehicle.",33.984021,-106.989861,1741.3212890625
"Unnamed Road, Monticello, UT 84535, USA",Hart Point Road,There are several overnight spots on that road. Can be windy on the hills. This site has a fire pit and space for 2-3 cars. Near to Needles Canyonlands NP.,38.01109,-109.49104,2042.0
"Unnamed Road, Lake Havasu City, AZ 86404, USA",Havasu - BLM,Lot of nice place to stay in this Valley. Great fire pits and accessible for all sized rigs. ,34.593476,-114.353834,259.74726855278647
"Pickett Rd, Calipatria, CA 92233, USA",Forest Finney Lake ,"Small lake with dispersed camping around the unpaved road. if the roads are wet it will be difficult to navigate. close to the Salton Sea and Slab City, we spent a very comfortable night here. No pit toilet. From HWY 111 coming from Calipatria, turn Left on Albright Rd, at the 1st stop sign turn Right on Kershaw, turn Left on Titsworth, Turn Right on Smith, turn Right on Williams and take the 1st immediate left and then the 1st immediate right. Will see the old bathrooms and a sign thatvreads ""Wildlife Area"". Follow the road down to the left to find the closest sites to camp. Google directions will try to take you on Williams right off the bat but Williams is impassable unless you come from Smith rd first. Approximately 7 minutes from Calipatria.l and 10 minutes from Brawley. ",33.0621,-115.498757,-49.44760218728334
"Milk Ranch Rd, Bridgeport, CA 93517, USA",Bridgeport / Travertine Hot Spring,"Free spot, close to the Tavertine Hot Springs. To make a fire you can get a permission at the ranger station. 

If you need Wifi, go to the Library in Bridgeport (open and very fast). And if you need water, very close to the Library, there is a sport field with a water tap (potable).
",38.254397,-119.210263,2003.0
"Rd 244, Quartzsite, AZ 85346, USA",Hi Jolly,Free with many other campers (snowbirds). But in the whole area free spots everywhere.,33.709608,-114.216297,224.0
"17842-17998 W Manville Rd, Marana, AZ 85653, USA",Agua Blanca Ranch BLM,"Big Gravel Lot - Big Rig Friendly - No Services. Beautiful Mountain Views. Close (30. Minutes +/- to Pinal Air Museum & Tucson)

Update: Verizon cell service works just a bit slow. ",32.292006,-111.347752,636.76416015625
"Ebbs Canyon Rd, Holden, UT 84636, USA",Ebbs Canyon WMA,Dirt road to Ebbs Canyon located off frontage road. Lots of grassy areas to camp along the dirt road in the Wildlife Management Area on the way to Ebbs Canyon in National Forest.,39.165155,-112.211483,1692.38623046875
"Unnamed Road, Overton, NV 89040, USA",Wild Camping near Valley of Fire,"A place for about twenty campers. Calm. 

Good Verizon + T-Mobile coverage. 

De la place pour une vingtaine de campers . Calme.",36.44486,-114.6757,650.2298191926459
"Mt Raymond Rd, Fish Camp, CA 93623, USA",Goat Meadow - Snow Play Area ,"A very quiet and nice place!! One parking lot at the end of the road.
 If you prefer - to the right, you will find  a good off-road with very nice spots in Forest.

,** AS OF 20/4/21 road to right has been logged. very minimal spots at road head. parking area still good to go!

Campfire possible but must call to obtain a permit. Permit is free. 
Minutes away from the gate to enter Yosemite.  Great place to stay and then head to the gate before it gets crowded. No cell service but my wifi jet pack worked great. ",37.491369,-119.625522,1721.8836233918205
"S Brady Moorefield Rd, Brady, NE 69123, USA","brady reservoir,  Nebraska ",free place by a lake with firepit & picnic table next to a boat  ramp.,40.954504,-100.398755,820.0
"Bog Hot, Denio, NV 89404, USA",Bog Hot Spring,Lots of space. Quiet and well off highway. Hot spring is HOT at source and cools down further away. Clay bottom makes entering spring a bit messy. No cell service. Access roads can be muddy/slippery after rain.,41.922556,-118.80375,1302.77783203125
"Unnamed Road, Fernley, NV 89408, USA",Fernley wildlife management area ,"Nothing here but no restrictions on camping or vehicles !
Lake a couple kms after wildlife gate. Dirty water but nice views.",39.62714,-119.151808,1228.0
"6342-6360 Central Yosemite Hwy, Midpines, CA 95345, USA",Midpines County Park (Park & Ride),This is a Park & Ride parking lot near Yosemite. We did not want to spend 50$ per night for a tent site on the KOA nearby and found this place. There are no signs that overnight parking is prohibited and we had a really calm night. There are rest area style flush toilets. Just right if you're on your way to or from Yosemite.,37.54653,-119.92012,748.9
"1468 Courthouse Alley, Gardnerville, NV 89410, USA",Next to park,"This is parking spots on the west side of a public park. There are no signs prohibiting overnight parking. Bathrooms are open from 7:30am until the evening. Nice big grassy area to relax, have a picnic, walk your dog. Good for one night in our [stealthy] van. Not sure if RVs would be checked. ",38.942851,-119.749663,1438.0
"Valley City Rd, Utah, USA",Valley City Road,"Very quiet, lots of parking, hillside, off HWY. No Services",38.88106,-109.80724,1402.0
"Coconino Rim Rd, Grand Canyon Village, AZ 86023, USA",kaibab forest off of desert view dr,"can access this wild spot from the scenic drive on grand canyon national park. 
turn south down coconino road and drive till you see kaibab national forest signs. at first the road says no camping, but when you pass into national forest land it is fine.
a few other campers, several flat-ish spots, nice and quiet. great spot to stay while exploring the grand canyon.",35.962449,-111.964966,2247.215891811673
"Movie Flat Rd, Lone Pine, CA 93545, USA",Alabama Uno,"Small spot on top of a rock off the spur road off the movie road in the Alabama hills. road goes back a little further, but it looks like something for four-wheel drive or higher clearance than I had with my van. quiet, beautiful view and no traffic while I was here. still able to see down on the road below for security. :-) Zero cell phone signal here and in most of this area.
",36.620578,-118.11227,1435.740966796875
"CA-41, Oakhurst, CA 93644, USA","Sierra National Forest, wild camping ","Beautiful spot in the woods with a fireplace, surrounded by trees. A little dusty, no 4 x 4 required. We spent two nights with our be t2 here and the only annoying thing was the sound of the cross bikes. But nevertheless a beautiful spot!!! ",37.438894,-119.648777,1399.8323974609375
"11551 CO-347, Montrose, CO 81401, USA",BLM black canyon,"BLM land just outside of Black Canyon on the Gunnison South Rim. It's 1.7 miles south on CO-347 from the national park entrance, past 2 cattle guards. Turn right onto a dirt road just past the second cattle guard (coming from the national park). No amenities, but lots of good flat spots for tents if high clearance and 4x4. This area seems to be used mainly for ATVs and dirtbikes.

",38.532335,-107.717139,2396.0
"23929 SD-240, Wall, SD 57790, USA",Buffalo Gap National Grassland,"Beautiful place with plenty of space. Nice view over the badlands and amazing sky in the night.

(43.8897021, -102.2267093)",43.889702,-102.226709,901.0
"10603-10653 Barstow-Bakersfield Hwy, Rialto, CA 92376, USA",In the middle nowhere ,"Good place in the desert !!!

No amenities !!!

Not far away only 1km from the highway but quiet !!!

Great place 🏜",34.951856,-117.439201,739.760498046875
"UT-12, Escalante, UT 84726, USA",Old work area,"Great views. Near a repeater station and just before a scenic pull off. Right hand side going north.

Weak data but sensational views.   Not for really wet times. Summer. Solid base and flat ",37.74969,-111.45879,1911.857421875
"Forest Rd 700, Buford, WY 82052, USA",Vedauwoo Climbing Area,"Dispersed area camping is still open. I'm unsure of the actual climbing area though. Got some wind at night, and snow in the morning. Enjoyed the scenery and peace away from the highway even though you can see it in the horizon. Campsite #5 was a great pull through.",41.152871,-105.372888,2499.0
"CA-89, South Lake Tahoe, CA 96150, USA",Wild camp in national forest,"Great opportunities for lots of wild camping along this road. We stayed pretty far up, above a creek. Private and quiet.",38.792274,-119.932854,2304.55908203125
"Unnamed Road, Overton, NV 89040, USA",Poverty Flats,Awesome site right off the roadway. Extremely quiet overlooking the Moapa Valley. We pulled in around 830pm and were the only ones here. A Subaru pulled in shortly after and parked several hundred feet away. It's hot. like the heat you get when you open up the oven to check your food hot. This is at 10pm. Bring your beer and sleep naked. Strong 4g signal with Verizon and TMobile.,36.48263,-114.438873,451.0
"US-24, Goodland, KS 67735, USA",Eastbound Rest Area,No signs banning camping. There were a few campers here parked in the loop. Not a good place for ground tents. I'd say stay in Roof top tents or camper vans. Don't park on grass. The interstate is busy all night so be prepared for some noise. Good for one night.,39.327431,-101.901093,1144.0
"14067, South Rainbow Falls Road, Douglas County, Colorado, 80135, United States",Rainbow Falls,"free primitive camping. there is a creek but it is fenced off 

",39.15634,-105.11411,0.0
"Golden Arrow Road, Tuolumne County, California, United States",Golden Arrow Road off Hwy 120 ,Left the NP. After about 3 miles turn left and then first right. Lots of piles of timber. No services or phone. But quiet and free. Level and large area. ,37.812104,-119.906083,1257.2840576171875
"Joseph Whidbey State Park, West Beach Road, Swantown, Island County, Washington, 98278, United States",Joseph Whidbey Park,"Joseph Whidbey Park is currently closed for camping, but you can still very much stay at the gravel lot. People still hiking along the coast. I've stayed several times now. not usually two nights in a row and I arrive to watch the sunset and move on in the morning

Small gravel lot with oceanview. Three or four small vans fit. We stayed here for one night enjoying the sunset. Close to state park.",48.30781,-122.71641,5.479459762573242
"Ogilby Rd, Winterhaven, CA 92283, USA",Olgiby Road BLM,"Close to I--8, wide open BLM land, clean with just a few full-timers during the winter. Huge area could fit hundreds of RV's. There are secluded spots if you drive in a bit. Could be windy at times. Decent 4g data AT&T. 5 bars of Verizon. 14 day stay limit.",32.83434,-114.82996,0.0
"Strike Ravine Jeep Trail, San Juan County, Utah, United States",Rock Valley,"Half a mile off the highway behind a hill, there are a bunch of flat spots with fire pits good for bigger rigs and RVs. If you don't mind driving down a bumpy dirt track and got high clearance there are a couple more nice secluded spots surrounded by boulders near a seasonal creek. Free. No facilities. Really nice!

[Comment: Seasonal creek in moab usually means a wash: very dangerous since prone to flash flooding ]",38.430273,-109.414236,1666.68798828125
"BLM-0061, La Paz County, Arizona, United States",Gold Nugget BLM,"Secluded desert camping but with phone signal. This particular spot had a bit of shade in the later afternoon. Make sure to drown campfires. Ours was still ready to ignite wood in the morning. There are signs saying it's close to the border, so be aware of suspicious individuals (and offer them some water and food ;). ",33.66532,-114.068116,477.36529541015625
"NFR 71, Williams City Limits, Coconino County, Arizona, 86046, United States",Garland Prairie RD,"An hour from the Grand Canyon and 10 minutes from Williams. Free, no facilities. A forest road where camping is allowed. There are lots of sites with fire rings. In early November it was below 30 at night. They either had a fire here recently or it looks like they intentionally burned the grass to help prevent forest fire. Was a bit smoky. Bring your own fire wood. Pack it in, Pack it out. Quiet with exception of occasional train noise. Lots of room for dogs to run. No one was here when we were. Easy access dirt road but could be muddy. I would drive anything out here. You can camp more in the trees or more in a field. Field had 4G service. ",35.28694,-112.13854,2066.0
"Forest Service Rd 328, Tusayan, Coconino County, Arizona, 86023, United States",Kaibab Forest near Grand Canyon ,"Quiet place at Kaibab Forest with access through a gravel road. Fire ring, flat, great for a couple nights. The only disturbances are the helicopters which you can hear at a distance but not an issue though. ",35.989623,-112.136242,2035.9267578125
"Hoh River Trust, Owl Creek Road, Jefferson County, Washington, United States",Hoh River Trust,"Just off of the main Hoh Road (which passes through National Forest land with campsites as well!) lies a dead end road with a two track dirt road turn off to the left. Down this road there are about 6 sites, with the final one being on the rocks of the riverbank if you have high clearance. 

I’d expect this area to have people during the weekend in season, but off season it is empty. Amazing site super close to the Hoh area of Olympic NP.  ",47.803789,-124.09673,107.91195297241212
"Kane County, Utah, 84758, United States",baticueva near Zion,good place near east entrance Zion NP. Quiet and free. There are a lot of places,37.253679,-112.767951,1824.0
"AZ 89, Yavapai County, Arizona, United States",Gravel lot with a view ,"This spot is a 100m dead end dirt track off hwy 89. Nice views, legal, level, free.

Downside: Visible from the road. Some traffic noise. This might bother you if you're in a tent. Very little traffic at night though.
It's pretty much on the highest point along that stretch of highway which, depending on the season will be good or bad - anyways, it's colder.
Big rigs will fit, will have to back out onto the highway though. Second person might be helpful for that.
I am pretty sure this is legal. As visible as the spot is, the cops must have driven past without bothering me.",34.472955,-112.513547,1790.0
"Fr 9500G, Yavapai County, Arizona, 86351, United States",Sedona Outskirts,Some roads are rough. Quiet spot though and has cell service (not really for Verizon though).,34.738001,-111.799708,1205.616916656494
"Cattlemen Trail, Silver City, NM 88061, USA",Cattlemen Trail boondocking site,"About 20 miles south of Silver City, on the west side of the highway near the top of the Continental Divide, there's a turnoff to the left that takes you into this boondocking area. It's a gravel/dirt road that was in pretty good condition when I was there, and you don't need to drive far on it to find the boondocking sites.

I stayed here for a few nights in June 2017 It's quiet and secluded - only one other camper while I was there. You can find sun or shade, with spaces in between the trees.  I had good T-Mobile cell service, so was able to get some online stuff done.

At 6400 ft elevation, it was a welcome breath of cool air compared to the lower elevations. There's also a trailhead for the Continental Divide Trail right here, so you could hike either direction on it however far you desire. 

Cattle also use the Cattlemen Trial site (surprise)!  There were some cows that wandered through my site in the morning one way, then back in the evening.  They didn't bother me.

All in all a comfortable, safe, easy place to stay, with good hiking, and it's free!",32.54945,-108.427,1924.0
"Ehrenberg-Cibola Rd, Ehrenberg, AZ 85334, USA",Ehrenberg BLM land.,Open dessert very quiet in December.  Located off I-10 exit 1 in Arizona.,33.58374,-114.477305,120.0
"Cajun Country Swamp Tours, 1209, Rookery Road, Breaux Bridge, Saint Martin Parish, Louisiana, 70517, United States",Lake Martin,"At the east entrance of the lake. Dirt parking lot near the boat ramp.  Quiet night and day. 
Very nice place. We've seen bald eagles. 

Please update if you come here and share your own points for all travelers. Thanks. Please no Generators. ",30.222951,-91.906037,3.5783653259277344
"Cottonwood Cove, Clark County, Nevada, United States",Six Mile Cove,"Nice beach. Can get crowded / loud during peak times and on weekends. Beware of high winds, tents have blown away here.",35.452881,-114.679165,898.0017312639445
"Kingman Wash Access Road, Mohave County, Arizona, 89006, United States",Kingman Wash,The road out here is rough but you don’t need 4x4 - just a lot of patience.  The grounds are very clean so let’s please try to keep it that way.  Pack in pack out.  They do have pit toilets which is super convenient.  I saw 4 burros and there is rumored to be sheep in the mountains.  The cell service out here is excellent. ,36.036828,-114.709468,285.0
"Quartzsite, La Paz County, Arizona, 85346, United States",Tysons wash,LTVA south of Quartzsite AZ on hwy 95. lots of area for boondocking. good  access from hwy 95,33.6274,-114.2197,288.0
"8208, Connor Lane, Heritage Hills, Austin, Travis County, Texas, 78753, United States",Streetside in business park ,"Streetside parking along a wide but quiet avenue in a business park. Some trucks parked as well (not sleeping there). Well lit, clean. Okay for a night, not a beautiful spot.
Rooftop tent people might want to continue down the street where there are no businesses across the street.
There is no overnighting at the Walmart next door (busy, noisy, lot of movement). It was actually their security guy who referred me to this street.
Not sure whether legal, but free. Felt pretty safe. Restrooms at Walmart, 3min walk.",30.339916,-97.686755,165.0
"Holdridge Road, Imperial County, CAL Fire Southern Region, California, United States",Holtville Blm 14 day stay camping,"Desert camping. 14 days stay. No fee. 
This is not the best camping for a big motorhome.  
Roads are rough getting in.

Cell reception ok.  (At&T)",32.73537,-115.2736,10.7276611328125
"501, Bay Highway, Sonoma County, California, 94923, United States",Bodega Bay ,Parking at the side of the road. a little noisy. Nice view of the lagoon.,38.322097,-123.036524,5.817564010620117
"Ironwood Road, Cochise County, Arizona, United States",Cochise Stronghold ,Secluded quiet spot in valley.  In January it is cool so nice spot with sun.  Good views on hill. Historic native Americans site.   If summer there is a state campground with shade a few miles up the valley. ,31.942104,-109.95965,1458.8288230895996
"2250, Ocean Way, Ocean Park, Santa Monica, Los Angeles County, California, 90405, United States",Parking on Ocean Ave ,"Free until 9 am street parking, fairly quiet. Within 0.5 mile from multiple bathrooms though those say they close at 8 pm (sink looks to always be accessible). Close to pier too.
YOU CAN NOT PARK AT NIGHT IF YOU'RE OVER 8' high or 20' long !",34.004138,-118.488522,7.888355255126953
"Mountain Springs Road, Goffs, San Bernardino County, California, United States",Desert Flats near Needles,"Dirt road out to some nice quiet parking spots. No fires, no water, no bathroom. Safer than staying in Needles.",34.841443,-115.053526,833.6708984375
"Kelbaker Road, San Bernardino County, California, United States",heart of the mohave - needles,BLM space with tons of room and multiple fire pits. A little noise from the road and can be windy. Overall good place for a night. ,34.701363,-115.675857,794.1536521911621
"Coastal Trail, Del Norte County, California, 75548, United States",DeMartin beach picnic area,Beautiful place to wake up to. Stayed here one night and I wasn't the only one. Not too noisy and nobody came to tell us to leave. Didn't see any signs either.,41.60352,-124.10058,7.118727594665096
